"LOCATION","Country","STATISTICS","Reference Statistics","UNIT_MEASURE","Unit of measurement","TIME","Year","Value","Flag Codes","Flags"
"SVK","Slovak Republic","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2000","2000",5862.3965,,
"SVK","Slovak Republic","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2001","2001",6388.2051,,
"SVK","Slovak Republic","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2002","2002",6940.2959,,
"SVK","Slovak Republic","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2003","2003",7710.9028,,
"SVK","Slovak Republic","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2004","2004",8578.9824,,
"SVK","Slovak Republic","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2005","2005",9371.5869,,
"SVK","Slovak Republic","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2006","2006",10454.881,,
"SVK","Slovak Republic","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2007","2007",11704.355,,
"SVK","Slovak Republic","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2008","2008",12688.182,,
"SVK","Slovak Republic","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2009","2009",11830.636,,
"SVK","Slovak Republic","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2010","2010",12663.957,,
"SVK","Slovak Republic","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2011","2011",13298.335,,
"SVK","Slovak Republic","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2012","2012",13622.999,,
"SVK","Slovak Republic","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2013","2013",13761.823,,
"SVK","Slovak Republic","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2014","2014",14091.298,,
"SVK","Slovak Republic","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2015","2015",14777.016,,
"SVK","Slovak Republic","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2016","2016",14963.751,,
"SVK","Slovak Republic","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2017","2017",15568.926,,
"SVK","Slovak Republic","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2018","2018",16502.85,,
"SVK","Slovak Republic","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2019","2019",17317.67,,
"SVK","Slovak Republic","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2020","2020",17107.15,,
"SVK","Slovak Republic","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2021","2021",18108.641,,
"SVK","Slovak Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1995","1995",9561.1699,,
"SVK","Slovak Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1996","1996",11736.95,,
"SVK","Slovak Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1997","1997",11912.58,,
"SVK","Slovak Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1998","1998",12236.79,,
"SVK","Slovak Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1999","1999",13710.35,,
"SVK","Slovak Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2000","2000",16708.33,,
"SVK","Slovak Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2001","2001",15569.86,,
"SVK","Slovak Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2002","2002",16965.16,,
"SVK","Slovak Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2003","2003",16749.15,,
"SVK","Slovak Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2004","2004",17509.619,,
"SVK","Slovak Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2005","2005",20055.949,,
"SVK","Slovak Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2006","2006",21879.93,,
"SVK","Slovak Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2007","2007",22979.24,,
"SVK","Slovak Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2008","2008",25374.619,,
"SVK","Slovak Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2009","2009",28463.26,,
"SVK","Slovak Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2010","2010",28977.68,,
"SVK","Slovak Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2011","2011",29686.66,,
"SVK","Slovak Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2012","2012",30276.369,,
"SVK","Slovak Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2013","2013",31640.25,,
"SVK","Slovak Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2014","2014",33028.559,,
"SVK","Slovak Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2015","2015",36508.238,,
"SVK","Slovak Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2016","2016",34574.879,,
"SVK","Slovak Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2017","2017",33440.281,,
"SVK","Slovak Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2018","2018",35652.91,,
"SVK","Slovak Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2019","2019",38275.02,,
"SVK","Slovak Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2020","2020",41816.84,,
"SVK","Slovak Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2021","2021",45656.371,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1995","1995",460588,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1996","1996",489203,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1997","1997",519268,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1998","1998",555993,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1999","1999",595723,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2000","2000",647851,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2001","2001",700993,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2002","2002",749552,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2003","2003",802266,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2004","2004",859437,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2005","2005",927357,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2006","2006",1003823,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2007","2007",1075539,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2008","2008",1109541,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2009","2009",1069323,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2010","2010",1072709,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2011","2011",1063763,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2012","2012",1031104,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2013","2013",1020677,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2014","2014",1032608,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2015","2015",1078092,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2016","2016",1114420,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2017","2017",1162492,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2018","2018",1203859,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2019","2019",1245513,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2020","2020",1117989,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2021","2021",1206842,,
"ESP","Spain","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1995","1995",460588,,
"ESP","Spain","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1996","1996",489203,,
"ESP","Spain","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1997","1997",519268,,
"ESP","Spain","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1998","1998",555993,,
"ESP","Spain","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1999","1999",595723,,
"ESP","Spain","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2000","2000",647851,,
"ESP","Spain","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2001","2001",700993,,
"ESP","Spain","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2002","2002",749552,,
"ESP","Spain","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2003","2003",802266,,
"ESP","Spain","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2004","2004",859437,,
"ESP","Spain","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2005","2005",927357,,
"ESP","Spain","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2006","2006",1003823,,
"ESP","Spain","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2007","2007",1075539,,
"ESP","Spain","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2008","2008",1109541,,
"ESP","Spain","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2009","2009",1069323,,
"ESP","Spain","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2010","2010",1072709,,
"ESP","Spain","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2011","2011",1063763,,
"ESP","Spain","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2012","2012",1031104,,
"ESP","Spain","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2013","2013",1020677,,
"ESP","Spain","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2014","2014",1032608,,
"ESP","Spain","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2015","2015",1078092,,
"ESP","Spain","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2016","2016",1114420,,
"ESP","Spain","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2017","2017",1162492,,
"ESP","Spain","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2018","2018",1203859,,
"ESP","Spain","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2019","2019",1245513,,
"ESP","Spain","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2020","2020",1117989,,
"ESP","Spain","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2021","2021",1206842,,
"ESP","Spain","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1995","1995",11596.193,,
"ESP","Spain","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1996","1996",12265.569,,
"ESP","Spain","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1997","1997",12965.502,,
"ESP","Spain","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1998","1998",13825.834,,
"ESP","Spain","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1999","1999",14756.698,,
"ESP","Spain","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2000","2000",15974.868,,
"ESP","Spain","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2001","2001",17195.51,,
"ESP","Spain","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2002","2002",18094.84,,
"ESP","Spain","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2003","2003",19012.74,,
"ESP","Spain","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2004","2004",20052.58,,
"ESP","Spain","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2005","2005",21239.154,,
"ESP","Spain","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2006","2006",22628.746,,
"ESP","Spain","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2007","2007",23776.172,,
"ESP","Spain","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2008","2008",24129.285,,
"ESP","Spain","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2009","2009",23061.883,,
"ESP","Spain","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2010","2010",23038.055,,
"ESP","Spain","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2011","2011",22760.98,,
"ESP","Spain","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2012","2012",22047.965,,
"ESP","Spain","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2013","2013",21906.119,,
"ESP","Spain","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2014","2014",22228.076,,
"ESP","Spain","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2015","2015",23229.66,,
"ESP","Spain","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2016","2016",23991.885,,
"ESP","Spain","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2017","2017",24982.17,,
"ESP","Spain","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2018","2018",25762.67,,
"ESP","Spain","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2019","2019",26441.004,,
"ESP","Spain","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2020","2020",23608.338,,
"ESP","Spain","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2021","2021",25497.625,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1995","1995",203119,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1996","1996",209619,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1997","1997",215345,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1998","1998",227659,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1999","1999",237851,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2000","2000",253353,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2001","2001",269274,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2002","2002",289607,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2003","2003",307871,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2004","2004",333736,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2005","2005",356857,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2006","2006",385827,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2007","2007",422204,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2008","2008",459823,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2009","2009",494355,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2010","2010",493815,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2011","2011",490976,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2012","2012",510092,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2013","2013",473465,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2014","2014",468113,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2015","2015",474881,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2016","2016",473208,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2017","2017",480265,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2018","2018",503364,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2019","2019",526652,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2020","2020",580771,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2021","2021",610864,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1995","1995",1906773,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1996","1996",1956434,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1997","1997",2047269,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1998","1998",2152905,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1999","1999",2264494,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2000","2000",2408151,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2001","2001",2503731,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2002","2002",2598336,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2003","2003",2703551,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2004","2004",2830194,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2005","2005",2931085,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2006","2006",3121668,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2007","2007",3320278,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2008","2008",3412253,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2009","2009",3341167,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2010","2010",3573581,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2011","2011",3727905,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2012","2012",3743086,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2013","2013",3822671,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2014","2014",3992730,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2015","2015",4260470,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2016","2016",4415031,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2017","2017",4625094,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2018","2018",4828306,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2019","2019",5049619,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2020","2020",5038538,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2021","2021",5462040,,
"SWE","Sweden","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1995","1995",1906773,,
"SWE","Sweden","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1996","1996",1956434,,
"SWE","Sweden","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1997","1997",2047269,,
"SWE","Sweden","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1998","1998",2152905,,
"SWE","Sweden","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1999","1999",2264494,,
"SWE","Sweden","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2000","2000",2408151,,
"SWE","Sweden","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2001","2001",2503731,,
"SWE","Sweden","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2002","2002",2598336,,
"SWE","Sweden","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2003","2003",2703551,,
"SWE","Sweden","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2004","2004",2830194,,
"SWE","Sweden","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2005","2005",2931085,,
"SWE","Sweden","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2006","2006",3121668,,
"SWE","Sweden","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2007","2007",3320278,,
"SWE","Sweden","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2008","2008",3412253,,
"SWE","Sweden","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2009","2009",3341167,,
"SWE","Sweden","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2010","2010",3573581,,
"SWE","Sweden","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2011","2011",3727905,,
"SWE","Sweden","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2012","2012",3743086,,
"SWE","Sweden","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2013","2013",3822671,,
"SWE","Sweden","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2014","2014",3992730,,
"SWE","Sweden","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2015","2015",4260470,,
"SWE","Sweden","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2016","2016",4415031,,
"SWE","Sweden","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2017","2017",4625094,,
"SWE","Sweden","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2018","2018",4828306,,
"SWE","Sweden","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2019","2019",5049619,,
"SWE","Sweden","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2020","2020",5038538,,
"SWE","Sweden","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2021","2021",5462040,,
"SWE","Sweden","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1995","1995",216018.42,,
"SWE","Sweden","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1996","1996",221291.03,,
"SWE","Sweden","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1997","1997",231431.81,,
"SWE","Sweden","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1998","1998",243238.61,,
"SWE","Sweden","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1999","1999",255646.83,,
"SWE","Sweden","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2000","2000",271429.66,,
"SWE","Sweden","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2001","2001",281444.59,,
"SWE","Sweden","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2002","2002",291130.09,,
"SWE","Sweden","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2003","2003",301796.22,,
"SWE","Sweden","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2004","2004",314693.28,,
"SWE","Sweden","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2005","2005",324608.5,,
"SWE","Sweden","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2006","2006",343776.94,,
"SWE","Sweden","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2007","2007",362947.59,,
"SWE","Sweden","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2008","2008",370107.09,,
"SWE","Sweden","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2009","2009",359322.66,,
"SWE","Sweden","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2010","2010",381054.91,,
"SWE","Sweden","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2011","2011",394520.19,,
"SWE","Sweden","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2012","2012",393207.16,,
"SWE","Sweden","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2013","2013",398179.19,,
"SWE","Sweden","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2014","2014",411786.81,,
"SWE","Sweden","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2015","2015",434777.94,,
"SWE","Sweden","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2016","2016",444925.25,,
"SWE","Sweden","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2017","2017",459856.16,,
