"LOCATION","Country","STATISTICS","Reference Statistics","UNIT_MEASURE","Unit of measurement","TIME","Year","Value","Flag Codes","Flags"
"SWE","Sweden","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2018","2018",474516.44,,
"SWE","Sweden","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2019","2019",491261.25,,
"SWE","Sweden","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2020","2020",486653.44,,
"SWE","Sweden","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2021","2021",524398.94,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1995","1995",1201894,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1996","1996",1192831,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1997","1997",1202548,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1998","1998",1214548,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1999","1999",1268790,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2000","2000",1277555,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2001","2001",1315012,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2002","2002",1393151,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2003","2003",1454124,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2004","2004",1484735,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2005","2005",1532881,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2006","2006",1595140,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2007","2007",1637781,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2008","2008",1706926,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2009","2009",1750325,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2010","2010",1802629,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2011","2011",1856123,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2012","2012",1908794,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2013","2013",1974766,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2014","2014",2024415,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2015","2015",2102084,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2016","2016",2194797,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2017","2017",2277147,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2018","2018",2406967,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2019","2019",2481177,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2020","2020",2623563,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2021","2021",2698821,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1995","1995",417228.34,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1996","1996",420368.5,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1997","1997",427826.13,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1998","1998",439954.88,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1999","1999",447465.78,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2000","2000",471540.03,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2001","2001",483636.91,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2002","2002",482077.19,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2003","2003",487606.53,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2004","2004",502265.69,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2005","2005",520848.31,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2006","2006",553721.56,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2007","2007",589085.13,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2008","2008",614407.75,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2009","2009",603039.06,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2010","2010",624545.13,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2011","2011",635738.75,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2012","2012",643645.56,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2013","2013",654611.69,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2014","2014",665618.38,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2015","2015",668006.38,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2016","2016",677848.31,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2017","2017",684558.44,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2018","2018",709521.56,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2019","2019",716878.56,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2020","2020",694661.75,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2021","2021",731661.69,,
"CHE","Switzerland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1995","1995",417228.34,,
"CHE","Switzerland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1996","1996",420368.5,,
"CHE","Switzerland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1997","1997",427826.13,,
"CHE","Switzerland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1998","1998",439954.88,,
"CHE","Switzerland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1999","1999",447465.78,,
"CHE","Switzerland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2000","2000",471540.03,,
"CHE","Switzerland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2001","2001",483636.91,,
"CHE","Switzerland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2002","2002",482077.19,,
"CHE","Switzerland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2003","2003",487606.53,,
"CHE","Switzerland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2004","2004",502265.69,,
"CHE","Switzerland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2005","2005",520848.31,,
"CHE","Switzerland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2006","2006",553721.56,,
"CHE","Switzerland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2007","2007",589085.13,,
"CHE","Switzerland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2008","2008",614407.75,,
"CHE","Switzerland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2009","2009",603039.06,,
"CHE","Switzerland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2010","2010",624545.13,,
"CHE","Switzerland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2011","2011",635738.75,,
"CHE","Switzerland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2012","2012",643645.56,,
"CHE","Switzerland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2013","2013",654611.69,,
"CHE","Switzerland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2014","2014",665618.38,,
"CHE","Switzerland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2015","2015",668006.38,,
"CHE","Switzerland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2016","2016",677848.31,,
"CHE","Switzerland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2017","2017",684558.44,,
"CHE","Switzerland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2018","2018",709521.56,,
"CHE","Switzerland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2019","2019",716878.56,,
"CHE","Switzerland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2020","2020",694661.75,,
"CHE","Switzerland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2021","2021",731661.69,,
"CHE","Switzerland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1995","1995",58765.719,,
"CHE","Switzerland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1996","1996",58940.398,,
"CHE","Switzerland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1997","1997",59810.957,,
"CHE","Switzerland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1998","1998",61302.582,,
"CHE","Switzerland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1999","1999",62020.828,,
"CHE","Switzerland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2000","2000",65016.656,,
"CHE","Switzerland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2001","2001",66356.258,,
"CHE","Switzerland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2002","2002",65672.93,,
"CHE","Switzerland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2003","2003",65945.773,,
"CHE","Switzerland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2004","2004",67477.141,,
"CHE","Switzerland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2005","2005",69561.063,,
"CHE","Switzerland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2006","2006",73492.672,,
"CHE","Switzerland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2007","2007",77492.453,,
"CHE","Switzerland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2008","2008",79875.148,,
"CHE","Switzerland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2009","2009",77519.563,,
"CHE","Switzerland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2010","2010",79683.375,,
"CHE","Switzerland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2011","2011",80347.164,,
"CHE","Switzerland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2012","2012",80487.281,,
"CHE","Switzerland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2013","2013",80922.695,,
"CHE","Switzerland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2014","2014",81285.5,,
"CHE","Switzerland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2015","2015",80653.758,,
"CHE","Switzerland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2016","2016",80953.18,,
"CHE","Switzerland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2017","2017",80995.203,,
"CHE","Switzerland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2018","2018",83332.656,,
"CHE","Switzerland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2019","2019",83598.273,,
"CHE","Switzerland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2020","2020",80417.727,,
"CHE","Switzerland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2021","2021",84055.125,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1995","1995",139134.16,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1996","1996",142779.5,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1997","1997",145285.56,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1998","1998",148204.95,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1999","1999",153655.13,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2000","2000",157017.13,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2001","2001",157677.45,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2002","2002",168988.48,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2003","2003",166795.38,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2004","2004",170413.38,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2005","2005",173183.48,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2006","2006",173815.36,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2007","2007",178278.8,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2008","2008",189263.11,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2009","2009",197131.47,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2010","2010",202123.41,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2011","2011",205752.13,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2012","2012",210401.91,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2013","2013",220141.7,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2014","2014",221424.98,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2015","2015",224542.08,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2016","2016",228245.14,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2017","2017",230740.27,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2018","2018",234072.16,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2019","2019",238417.8,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2020","2020",267116.22,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2021","2021",266814.09,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1995","1995",10693.502,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1996","1996",20349.949,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1997","1997",39724.102,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1998","1998",71944.703,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1999","1999",107374.26,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2000","2000",171494.2,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2001","2001",247266.2,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2002","2002",362109.66,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2003","2003",472171.78,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2004","2004",582852.81,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2005","2005",680275.88,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2006","2006",795757.13,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2007","2007",887714.44,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2008","2008",1002756.5,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2009","2009",1006372.5,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2010","2010",1167664.5,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2011","2011",1404927.6,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2012","2012",1581479.3,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2013","2013",1823427.4,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2014","2014",2054897.9,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2015","2015",2350941.3,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2016","2016",2626559.8,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2017","2017",3133704.3,,
